userId,movieId,rating,timestamp
266181,5952,4.0,1651778566
178717,1367,2.5,1447252887
51199,1682,5.0,1618578804
186269,527,4.5,1469290511
299993,7438,2.5,1213418726
115553,593,4.5,1562198885
284803,81018,4.5,1529238063
121294,30707,4.0,1172048053
236883,919,3.5,1517501316
37390,4081,2.5,1145990577
20526,8360,4.0,1591302162
70914,2105,3.0,945154936
319479,610,5.0,836144225
52514,4816,2.5,1671181192
117404,457,4.0,1055502275
128811,4638,1.0,1020474638
234442,594,4.5,1083877391
101966,741,4.0,1361085067
72880,214,2.0,1155506043
134373,5094,3.0,1139309705
149168,2729,3.5,1089585034
90243,4306,4.0,1582019257
91725,380,3.0,981004029
299231,593,4.0,952875733
77227,48780,3.5,1432238551
25420,778,4.5,1243718353
184235,56563,4.0,1274593579
237135,2804,5.0,952831118
45268,6188,2.5,1467825198
29940,3070,4.0,959295228
13556,2366,3.5,1679593067
185563,2724,2.0,939973111
227845,3703,4.0,1369340963
248513,3362,4.0,1494809350
113301,316,2.0,845922921
73656,6239,2.5,1205880837
299778,1699,3.0,1018264449
217731,1333,5.0,1080673126
310088,1673,4.0,1282156848
118454,1036,2.0,884251884
174950,440,3.0,959823115
103361,2598,4.0,1110942818
328176,468,4.0,940923648
75635,2565,3.0,1048927982
24556,6538,3.5,1126034255
261196,1270,3.0,998938345
29210,109487,4.0,1425262123
252242,4226,3.5,1617462468
71953,5459,1.0,1662919694
290201,54001,4.5,1522172473
125437,2642,3.0,1541296091
190892,1292,3.0,942248671
151533,2371,4.5,1139453318
170005,68319,4.0,1616923694
319900,902,4.0,1463667985
314034,6377,3.0,1433454892
36944,6711,4.5,1220998352
270746,1984,1.5,1498706409
66788,3157,2.0,1149527530
267142,10,4.0,1010027051
23929,203,4.0,840110073
171854,110,4.0,940853909
166834,1231,5.0,1045970139
42189,249,3.0,915483233
95461,35836,4.0,1487270199
285221,53000,4.0,1217714738
115285,91529,4.0,1568953728
156249,1566,4.0,962738484
34722,2161,3.5,1090709287
274626,2038,3.0,1001367408
282194,312,2.0,846457910
295807,2054,3.0,1517646344
143235,157699,3.0,1523750576
285045,1882,0.5,1088647047
69564,37729,3.0,1438450333
255338,2519,4.0,965496050
239030,161956,3.5,1543875398
219386,31867,3.5,1244983441
118969,224,4.5,1363089330
233891,36850,5.0,1553615130
92938,733,4.5,1545534851
94649,3005,3.5,1410726386
172453,1645,3.5,1111476955
149982,30810,4.0,1443807139
228078,2819,4.0,1107376789
21213,91542,4.5,1487139786
49401,59315,5.0,1214196749
47114,1303,5.0,979799789
66552,22,3.0,866774590
161882,5956,4.5,1381552296
82020,26629,4.0,1145596268
245025,3156,2.5,1249688525
266095,79132,4.0,1489258748
95629,3977,1.0,993356936
216160,68319,3.0,1560042466
182386,114662,4.0,1430468362
222865,26870,3.0,1328381282
84705,50792,3.0,1281142977
70034,6874,4.0,1445020222
202311,58559,2.5,1235263423
55901,31658,3.5,1226346848
296206,315,0.5,1134328198
1718,1517,3.5,1098378215
145568,2571,5.0,1002675436
324434,3864,1.0,996072906
119098,26842,4.0,1457465135
329701,44974,5.0,1169174020
145295,6755,3.0,1587419836
219945,152081,4.0,1462246214
270936,724,4.0,850381705
173090,122920,3.5,1474729652
312769,1228,5.0,1110646023
187312,2240,5.0,1588145131
7915,134130,4.0,1568900054
251152,45668,4.0,1170880416
124724,44494,3.5,1204015851
113988,8665,5.0,1468071020
147010,2004,4.0,1643870130
151032,2761,4.0,1620248370
314615,2762,4.5,1463686224
37875,112183,4.0,1599428732
130465,1210,4.0,1452870100
291849,1653,5.0,944925950
159483,4292,4.0,989110975
95814,337,5.0,1145761718
109358,1059,3.5,1355664437
263706,5259,3.5,1310259358
306983,438,3.0,993089071
83152,2011,3.0,938831846
265099,1253,5.0,900524689
251770,1206,5.0,1075848289
76597,53464,2.5,1234844967
144664,91976,3.0,1453478246
124345,73027,3.0,1619987291
126323,5025,2.0,1094704558
190479,318,5.0,1239120659
312915,260,4.0,991699198
295003,3566,3.0,977217848
35001,6870,5.0,1583175298
8912,272417,4.5,1685430098
7510,225,3.5,1287162280
253383,48394,5.0,1478902063
167091,168252,3.5,1498111635
152004,256,2.0,841389794
306413,63131,3.5,1586823876
147113,122882,4.0,1459560176
204913,1747,5.0,1120637561
283685,5389,2.5,1483480986
43345,5349,1.5,1326851330
220368,3527,2.5,1202456504
214441,1639,3.0,1312563482
179798,357,3.5,1279736803
21439,94,4.0,944159026
34477,1259,4.0,1556142681
183504,104,4.5,1083336122
204431,3494,4.0,1597193205
130893,4370,2.5,1272850195
325814,899,4.0,897061237
132546,1012,4.0,1088619641
102070,7371,3.5,1081590351
70729,8366,3.5,1088194440
9652,101,5.0,828663570
230959,2311,5.0,1484036664
186330,8644,3.5,1457145932
328753,74685,1.0,1686424032
113601,5463,3.0,1310215449
180940,2329,4.0,1292788167
151574,7256,3.5,1188172576
51590,59784,3.0,1448448276
272417,1249,3.5,1119910050
212573,7169,4.0,1621624795
29722,96861,2.0,1461938103
177661,86911,4.0,1389773228
218840,111,2.0,1254493573
240332,4993,4.5,1253369497
329007,56333,3.5,1460894286
292986,40815,4.0,1440203000
213188,1060,4.0,1076455072
212080,9,2.5,1237342944
211581,8881,3.0,1666036913
14809,289,3.5,1086555603
304015,2692,3.0,1439347066
325455,1274,4.5,1673559959
60813,186,3.0,834704138
66891,431,3.0,834768242
70540,3362,5.0,953557550
251512,5459,2.5,1068083937
106150,44,3.0,1076196145
85481,45928,5.0,1245614403
84203,33660,4.0,1614371263
201237,6710,3.5,1112650437
56793,2890,3.0,1045089438
224154,2053,2.0,1028252435
160421,68157,5.0,1637158228
12212,2529,3.5,1077220230
173519,111,3.5,1597618342
31935,4299,3.0,1113019178
72804,2712,4.0,953577707
31331,553,4.0,845997685
34533,163,3.0,831488284
19346,4973,5.0,1515927636
50555,1956,4.0,940810087
156345,2918,5.0,1572306148
250301,50,4.0,1517241024
240152,7147,4.0,1476627814
229348,30812,3.5,1108601378
153520,33794,3.0,1458248978
9095,356,5.0,838612247
96714,3039,4.0,1348062594
106257,5198,4.0,1015157795
168963,27822,0.5,1554240399
247950,3916,4.0,1486270579
885,595,4.0,830541610
2798,920,3.5,1065755678
219276,1080,0.5,1083813411
14289,2712,3.0,939539423
217234,1219,1.0,1042661775
50012,56165,3.5,1501075763
101323,3481,3.0,1022968709
136283,1198,3.0,1221485696
278717,6985,3.5,1587047601
196126,34162,5.0,1569441885
158757,1665,1.5,1112710133
295982,26662,4.0,1581220365
313497,589,4.0,1453761626
298807,5445,4.0,1471247159
135574,6296,4.0,1245014640
81260,128360,4.0,1545639625
320709,2001,1.5,1094783371
108528,5308,5.0,1234550331
139967,91535,4.0,1444998480
235579,2018,3.0,1561264433
559,7004,2.5,1458728951
253515,1610,4.0,1436780937
212731,4034,4.0,1139862742
83211,724,5.0,859385967
327631,85,5.0,943656293
268236,33493,3.5,1278388704
39890,79132,4.0,1563091393
156740,1296,5.0,1112857501
256904,163386,2.5,1625047154
247921,46578,5.0,1306287876
130759,104881,2.5,1386723308
153666,3441,3.0,1026757286
103311,48161,5.0,1225256172
107448,1049,2.0,1123695923
5624,2011,3.0,1519413135
122427,60,2.0,1034562323
16426,1234,4.0,1084306361
86676,260,5.0,1167588600
115160,60937,5.0,1254669826
86650,204,3.0,832438148
289935,106002,3.0,1403217472
181498,455,1.5,1288081136
308770,106920,5.0,1499109205
322386,538,3.0,994219894
267315,32156,3.0,1400971708
286848,282,2.5,1299006781
49346,2501,3.5,1495149726
241960,26072,5.0,1530647384
203050,90376,4.5,1480259690
28760,2616,1.0,963967683
124264,593,4.0,844195275
68983,3470,3.0,1117494445
65075,3967,3.5,1308566968
96880,180031,5.0,1532120898
224115,99007,3.0,1592626596
206541,1358,3.5,1173326985
196967,56775,4.5,1207196571
207683,357,0.5,1285981825
82333,4226,5.0,1447356051
113677,109374,5.0,1472848249
19513,1084,5.0,1018237478
87118,176371,3.0,1685602659
123280,1385,3.0,956266418
279990,1196,5.0,1518913141
276998,135,4.0,853847071
237158,1288,4.0,938650420
261712,5507,4.0,1181583888
212713,1394,3.0,1236169165
231092,102903,3.5,1441662601
302421,509,4.0,1098445219
249113,364,4.0,901101223
324328,1036,2.0,948457750
159415,71535,3.5,1533616864
134492,1263,4.5,1299442339
275579,158238,4.0,1617526691
219226,2720,3.0,1005620842
262929,1396,3.0,939003807
123951,60684,4.0,1497106456
81788,102903,3.0,1532284952
244208,4993,4.0,1678218693
120251,81847,5.0,1566549934
278669,6377,5.0,1577896573
71216,33166,4.5,1493946931
54567,2408,3.0,1504165029
289441,134849,3.0,1524532068
24634,1753,4.0,995576690
140511,5021,4.0,1070747389
234216,7153,4.0,1284927371
256412,2167,4.0,1484598528
108931,1682,4.0,937650983
218828,356,5.0,1456170835
279503,480,4.0,1343988345
133246,2683,4.5,1298767814
15112,55247,4.5,1481559585
9058,7701,2.0,1123026015
241627,1968,3.0,999325551
69377,50,4.0,997905693
165004,97306,5.0,1609658555
219852,266,1.0,836890596
95881,329,2.0,1278769546
251327,1729,5.0,1462193644
42337,27904,2.0,1288283466
61524,7361,4.5,1579263514
314043,5341,3.0,1487467439
212262,2470,4.0,1027599574
298275,43871,2.5,1203644456
326802,7373,5.0,1533447845
41650,3615,4.0,965837096
54502,104841,2.5,1531277004
276539,2805,5.0,965284507
33870,832,4.0,862514186
248625,149406,4.0,1479930552
303525,166461,3.0,1673138006
68487,195159,5.0,1630232131
320087,748,3.0,979217461
121094,1217,1.0,1434916455
220085,6548,2.0,1073623238
202536,1393,4.0,1137192498
175945,27808,1.0,1164732042
218545,38886,2.0,1159674212
51901,4214,4.5,1341875715
64952,552,2.0,1075313194
244181,99114,4.5,1514757793
22868,540,3.0,841803895
121971,3695,2.0,974771702
268921,1200,2.5,1123434954
287039,590,3.0,832539103
286126,1,5.0,854529346
232703,67197,5.0,1512045220
253816,3916,2.5,1457279192
254951,608,5.0,1431110588
244556,1204,3.0,945059428
28059,551,5.0,948073876
38956,102123,3.5,1584390010
34340,858,5.0,1446895522
107436,158,3.0,837682701
228332,4681,3.0,1023733155
43209,3354,2.0,1007910441
40552,4890,1.0,1448201648
137817,268732,1.0,1649340420
308698,8,4.0,835791010
51090,30793,4.0,1185904735
234406,1105,3.0,862617852
147280,104841,4.5,1523323836
20006,377,3.0,835528715
147887,171763,2.5,1585030235
100193,102445,4.5,1382398873
57464,107406,3.5,1595844745
157106,3000,4.5,1468378421
13502,3418,3.5,1635192267
91322,45722,3.5,1476675973
246337,1172,5.0,983671751
307030,55498,4.5,1250990469
98626,91658,5.0,1479040149
155126,27134,4.0,1604089671
71253,7143,4.0,1489123293
75925,5445,4.0,1622401497
309810,588,4.0,954474843
271655,1250,3.5,1158173107
111917,1234,4.0,1117931648
200120,63131,5.0,1257027012
24480,49824,1.5,1678225721
246906,4848,4.5,1318492363
323501,55071,3.5,1227190696
191192,69406,5.0,1610732723
129295,1215,4.0,1269422311
84381,2672,4.0,1028643153
101231,8340,3.5,1387823711
325888,55118,4.0,1193867585
102227,2010,5.0,981020434
31450,45720,3.0,1591662407
48144,1304,5.0,850042297
88487,3168,4.0,1672847371
272456,122914,3.0,1568899326
211369,85401,3.5,1486085104
239030,6966,4.0,1543875415
157035,1374,3.0,939126167
38879,278578,3.5,1677134937
53821,147,3.5,1058023420
182531,1907,3.0,1494283615
170180,4976,3.5,1111532117
174952,2396,3.0,1086001270
41969,1246,5.0,1375139184
190066,2324,5.0,1154061476
161193,73023,3.5,1269944610
199757,585,1.0,981410899
30134,3083,1.0,949020511
293802,3948,3.5,1630943343
290210,1682,3.0,1178562238
91158,7090,5.0,1499245453
47343,3160,5.0,974739844
263285,1279,2.0,938900171
98141,274053,3.0,1657217423
268714,2176,4.0,1445999539
101809,2580,3.0,1025471969
325391,377,4.0,1441737972
1917,30749,3.0,1534565840
33789,2511,4.0,973285125
235699,207313,3.5,1584166636
31434,1059,4.5,1197132351
158779,45210,5.0,1222306420
136984,724,2.5,1297311628
254590,383,3.0,837535966
161347,81834,4.0,1609473289
192115,1517,3.5,1488023170
126432,115569,4.5,1647511138
52806,4343,4.0,1596983809
98203,296,4.5,1110125699
18128,1097,4.0,847909925
255111,2423,2.0,974051662
225641,4369,3.5,1139881072
32916,46970,3.5,1198220418
257682,3296,3.0,1231267985
228864,160080,0.5,1499652045
11411,4880,4.5,1106859467
213114,3981,3.0,1108178555
235184,51540,4.5,1676241134
294083,595,4.0,834065129
55900,3361,3.0,974857129
88386,3761,4.5,1328414720
15820,551,1.0,834449665
173824,1645,3.5,1147013407
79901,2144,4.0,1135195112
254838,1950,4.5,1401492912
32559,4105,3.0,1152900934
165288,1270,4.5,1434499577
193283,46919,4.0,1281159783
132926,2019,5.0,1503630171
311972,2028,3.0,1356707104
40472,1035,4.0,974940418
92099,2959,4.0,1674754349
278601,1235,5.0,994540062
162803,1272,2.5,1340214188
327104,674,4.0,939716505
172914,1277,5.0,941725000
267443,135771,2.5,1631101891
59896,232,3.0,848992174
5957,2677,3.0,1453076969
307296,5349,3.0,1075981480
157058,5008,3.5,1415975717
245998,225,1.0,845328331
268679,2012,3.5,1111485430
314376,590,3.5,1525805571
98844,2428,3.5,1311457654
327042,5952,5.0,1152571826
314287,176105,2.5,1509056291
114600,434,3.0,832756203
212038,166952,3.5,1484316612
279803,195159,4.0,1582116781
233023,63082,4.5,1559510580
129630,3694,2.0,978459885
314444,527,5.0,955371359
183537,33679,3.0,1636230912
106101,6502,5.0,1468865610
192878,3783,5.0,1374516766
205383,2542,4.0,1309391643
192057,1342,4.0,1544889483
76416,1797,5.0,941712653
181108,778,3.0,855126864
108560,567,3.0,1025737546
215750,497,2.5,1238004399
133871,380,5.0,868535338
286535,441,5.0,1488749847
50643,2443,4.0,1034955613
59084,4616,3.0,1125874841
191365,32,4.0,834746914
157272,3481,4.5,1155089889
220183,2529,5.0,1459112291
213189,4015,5.0,1452050810
220414,1719,5.0,939650216
63242,58154,4.0,1208561097
153039,192385,3.5,1564259234
98480,608,5.0,849731006
222257,2427,2.0,1049809503
59118,339,1.5,1084537839
325442,184721,5.0,1676582491
302563,51662,3.0,1615906080
327630,48394,4.0,1179519539
17156,94777,3.0,1614195452
78684,2648,4.0,966537754
72923,2,4.0,1660775623
130045,150,4.0,957357230
153444,912,4.0,1164921944
274136,373,4.0,944959402
255448,188067,2.0,1686189440
133642,192383,4.0,1555513263
133563,134130,4.5,1452394892
206399,26294,3.5,1566332743
141517,527,3.5,1675973087
259770,318,0.5,1353929397
248047,134130,2.0,1613259680
197845,2115,5.0,1500150631
328352,923,4.5,1558991875
24278,54881,5.0,1383566135
92154,2948,5.0,948577128
328231,1466,5.0,939864072
66255,122904,3.0,1649563697
127917,26493,1.5,1270898362
321290,1097,4.0,974951964
5558,8464,4.0,1246721599
117451,55269,3.0,1624282020
42298,117644,3.5,1459091586
70234,1961,4.0,1121408873
48663,1278,3.5,1485142669
316027,96610,3.5,1520359324
251693,52722,3.0,1193095138
241560,608,3.0,956524419
228006,79293,4.0,1410643466
319927,136016,3.5,1468036399
325022,104841,5.0,1542649229
198797,53000,3.5,1265080748
74935,79132,4.5,1668083921
53228,48774,1.5,1513291353
144678,159163,0.5,1657924821
247997,4979,5.0,1585226388
68518,2011,3.5,1627424219
158943,1200,5.0,1204833466
136936,457,3.0,942702562
187760,70159,4.0,1668790958
167776,113705,4.0,1457886228
160351,60397,2.5,1233452710
230926,661,3.0,831816016
296079,45361,3.5,1177871712
104974,4310,2.0,1017660811
250325,455,4.0,1269377732
114267,2454,3.0,974703769
145555,1833,3.5,1520109972
77772,65682,4.0,1482794655
212686,6286,4.0,1402415764
44751,3477,3.0,1474883851
110100,1178,4.0,866924290
104189,4896,2.5,1449446382
30087,8796,4.0,1517030155
281516,1617,4.0,1004081754
148902,1754,4.0,1436139787
327646,111,3.5,1605069606
110175,54272,3.0,1285002142
237487,2161,2.5,1491161896
102976,5010,4.0,1593437338
94643,1136,5.0,949593720
184728,60126,3.0,1485968312
100416,904,5.0,1181849874
33363,5419,2.5,1220742735
175265,27773,4.5,1567913735
138039,8800,3.0,1529265622
192372,112852,4.0,1408849058
160406,275503,4.0,1671636040
109358,902,3.5,1355664413
111059,68157,4.5,1496534800
77995,51077,1.5,1494793787
80998,3070,2.0,965455715
227906,2722,5.0,953912228
83992,1573,2.5,1172202266
252570,1673,5.0,941480953
231572,36401,4.0,1132957412
123133,588,4.0,846511840
327439,133303,3.0,1516739940
258852,139,3.0,943818474
92226,7147,4.0,1417032544
86872,608,5.0,976928328
243783,3637,3.0,983720951
13335,1378,3.0,853529366
31910,362,4.0,1325702334
104282,148410,0.5,1583598396
237244,78499,3.0,1363914020
63506,104,3.0,1125266560
40183,367,5.0,975396297
188785,1500,4.0,864709051
247756,2413,1.5,1285261797
102581,339,5.0,831845800
284254,7949,2.5,1140563725
299630,74458,4.5,1590316878
106202,474,3.0,1207634374
6419,1888,1.0,901481386
272068,355,2.0,841850538
28680,293,3.0,1149948054
200512,33794,4.5,1393126060
98152,4826,3.5,1056236164
30486,2490,3.0,990898840
111453,6539,3.5,1139627483
204096,27773,3.5,1155726762
316814,1645,2.0,938804443
199525,4305,2.0,1146801771
129773,1220,4.0,1485550135
130158,1732,5.0,1195328209
305001,79702,4.5,1484096262
326902,1234,5.0,938777509
205601,167746,3.0,1523035715
84956,44195,4.0,1222130529
317732,508,3.0,965805815
290157,1968,4.0,981087424
96486,594,3.0,1363660765
163874,1136,4.5,1201788315
214584,80166,3.5,1498519347
19445,8529,4.0,1238837691
26508,39292,4.0,1336743837
261629,377,3.0,974692827
234570,26662,4.0,1582504792
26644,778,2.0,1595444070
316751,122880,4.0,1486061416
316857,106766,3.5,1597539719
245973,132046,2.5,1572916767
34714,288,2.5,1551130049
145160,260,2.0,1010324965
199115,27773,4.5,1429085186
317868,858,5.0,955069867
115059,89904,3.5,1530459416
94533,68358,3.5,1339632698
314063,3436,4.0,953068012
252350,1566,4.0,982960445
295495,2404,2.0,1178888641
115474,31420,2.5,1260567389
63824,2355,3.0,966779900
115541,63082,3.5,1446857941
326066,912,3.0,1027917162
12734,7302,3.0,1366769301
19293,854,2.0,858958769
109175,2501,3.5,1408737792
34291,3753,4.0,1460326322
315609,1965,4.0,920391423
62116,1204,4.0,1291459708
152607,4034,3.0,1138299733
178689,3252,3.0,975911254
256866,5346,5.0,1020137928
71485,3189,3.0,965920835
309597,4027,4.0,1557188168
297290,4848,4.5,1424463646
250600,491,5.0,849079808
289287,2302,4.0,1294034590
238555,52,4.0,978721847
320521,4228,3.0,1006274103
174896,145,3.5,1168299624
129698,1291,4.0,1151082375
230346,50872,4.0,1663567454
267139,102716,2.5,1424376977
178418,2692,4.0,1173151190
97097,93297,3.0,1341860902
119123,7316,2.0,1159349443
52459,1674,4.0,901983369
284068,356,4.0,997207523
281308,903,3.0,1556364240
130336,367,4.0,836800532
319453,27808,2.5,1517105174
1312,116797,4.5,1522476883
71825,2683,4.0,993705810
218427,2096,0.5,1463966913
205275,653,4.0,856770632
165584,7074,4.0,1111074072
66907,3826,3.0,974083453
111181,80549,4.0,1490924409
256904,44633,3.5,1482247168
104145,3996,4.0,1058406134
279122,1682,3.0,1654648171
276676,4397,2.0,1036887495
102092,4367,3.5,1678921055
161909,492,3.0,1169214820
290955,2558,4.0,1512865004
211083,535,5.0,842195928
15069,30825,3.0,1132840716
14132,59615,2.5,1217369087
86175,94864,3.5,1483028193
136529,68157,3.0,1264974578
261192,109487,5.0,1487347200
262383,707,3.0,848852615
79119,318,4.0,943016857
267169,3421,4.0,1113869744
106250,588,5.0,832774844
236849,7991,4.0,1112335326
256164,7143,4.5,1612714900
70410,60040,3.0,1409514498
155822,70286,4.0,1441530065
42752,6377,4.0,1085717454
116728,317,4.0,847430165
5907,1645,4.0,958847062
308498,209965,3.5,1591471655
246455,1923,4.0,974864130
217008,46578,4.5,1571803365
10060,4975,4.0,1481918580
172774,74510,2.5,1401553504
215551,57147,1.0,1205971354
161849,7041,4.0,1117135395
12012,4557,4.0,1107294303
249780,1517,4.5,1378495664
238014,59315,4.0,1611273796
146240,69526,1.5,1622858383
45339,44191,3.0,1555135958
175252,2571,5.0,1324913762
87706,68954,5.0,1586521133
39746,527,1.5,1662428479
304310,51255,4.0,1234738415
39670,377,4.5,1330757432
45438,69306,2.5,1637712168
290677,167986,3.5,1686016116
42104,54997,3.5,1207859694
292278,849,4.5,1384954276
296480,2089,3.0,949758047
135407,61323,3.0,1471295131
307907,70286,4.0,1454691116
139459,1394,5.0,944939322
265049,106100,3.5,1535469622
42113,189885,4.0,1541171629
120271,2476,4.0,1128807280
284927,98961,4.0,1624739604
50315,32,5.0,1264345394
40640,5151,0.5,1456029463
50232,2023,3.0,1177011537
189624,72998,4.0,1584981395
135626,19,3.0,1186023497
60472,112138,5.0,1683887199
121288,1380,5.0,953763417
273648,7647,4.5,1112815989
169606,168,1.0,831810922
234558,3072,5.0,955083390
260473,540,2.0,993617727
327759,344,5.0,954309222
60043,3489,2.0,963498084
250417,2959,5.0,1593716857
112470,79132,5.0,1493947205
231125,5060,4.0,1296595702
173650,50,1.0,1525282012
304054,1772,2.0,974610788
240947,508,4.0,1532204225
202076,1690,4.0,1179885714
150723,92165,3.5,1596311358
65221,44199,4.0,1160716315
247850,3255,2.5,1170503903
259934,197179,3.0,1656527954
281317,1213,4.0,1515185823
118748,2013,3.0,1017431008
53008,1777,2.0,962612094
145505,1036,4.0,1590208190
58713,2144,5.0,1292751356
194242,515,3.0,839500378
249420,34048,1.5,1453924481
182778,58559,5.0,1451371838
50285,1968,3.0,967038347
226475,4912,5.0,1044383233
124516,94677,1.5,1357217902
250409,8784,3.5,1388230433
146110,5418,5.0,1206724366
119683,32582,4.0,1245812571
318714,1240,4.0,1020053185
180585,2797,3.5,1224457000
310639,2081,3.5,1233053604
246612,515,3.0,842968446
68030,270696,2.5,1654700286
106640,1207,3.5,1295363554
180800,112852,4.0,1442965343
